isbn,author,author_url,book_url,author_id
9791161571768.0,김호연,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ed%98%b8%ec%97%b0@2729971&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337989482,773.0
9788936434687.0,박초은,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%eb%b0%95%ec%b4%88%ec%9d%80@10038477&BranchType=1/,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352337846,2412.0
9788982819278.0,천명관,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%b2%9c%eb%aa%85%ea%b4%80@200183&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=532835,397.0
9791165341909.0,이미예,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%eb%af%b8%ec%98%88@7889680&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=245127051,2033.0
9788936438838.0,정지아,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a0%95%ec%a7%80%ec%95%84@75492&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=300485187,390.0
9791192638379.0,최진영,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%b5%9c%ec%a7%84%ec%98%81@1692294&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341271860,395.0
9788956604992.0,정유정,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%a0%95%ec%9c%a0%ec%a0%95@80195&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=9886703,50.0
9791168342408.0,단요,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%eb%8b%a8%ec%9a%94@8914423&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352669629,332.0
9791193024874.0,김보현,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%eb%b3%b4%ed%98%84@5984787&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350992634,2413.0
9791141601218.0,이승우,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%9d%b4%ec%8a%b9%ec%9a%b0@33880&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=345549810,247.0
9791193506882.0,오윤희,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ec%98%a4%ec%9c%a4%ed%9d%ac@3205336&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352189620,2008.0
9788937428319.0,김기창,https://www.aladin.co.kr/search/wsearchresult.aspx?AuthorSearch=%ea%b9%80%ea%b8%b0%ec%b0%bd@3638984&BranchType=1,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352679492,2414.0
