isbn,title,publishDate,author_id,author_name,publisher_id,publisher_name,price,pageCount,size,weight,rating,shortReviewCount,fullReviewCount,records,label
6000027854 ,스콜피언 1,2000-01-30,10,최진수,159,시간과공간사,8000,270,31080,351,0,,,,0
6000030199 ,으뜸글 평양아리,2001-06-09,4,으뜸 열롤,160,글뫼,5000,132,33896,185,0,,,,0
6000040810 ,인간의 벽,1984-12-05,12,문순태,5,나남출판,3400,345,31080,449,0,,,,0
6000040811 ,황금깃털,1984-08-15,13,서영은,5,나남출판,4000,334,31080,434,0,,,,0
6000046295 ,태양과 그늘 1,2001-12-11,17,정광섭,161,좋은날,8000,304,33896,426,0,,,,0
6000072470 ,지독한 사랑,2001-12-19,20,김혁,162,온누리,7500,258,33896,361,0,,,,0
6000098996 ,대물 2,1996-12-15,23,백시종,115,문학수첩,6500,306,31080,398,0,,,,0
6000106070 ,백록담 연가,2000-11-05,25,노순자,163,열린,7500,278,33896,389,0,,,,0
6000585358 ,뿌리 깊은 나무 1,2006-07-18,43,이정명,164,밀리언하우스,9500,292,33896,409,8.9,69,100,,0
6000644839 ,[세트] 황태자비 납치사건 + 천년의 금서 - 전2권,2010-03-01,46,김진명,79,새움,24600,102,24123,143,0,,,,0
6000655116 ,[세트] 불의 여신 정이 1~3 세트 - 전3권,2013-08-19,51,권순규,53,황금가지,36000,340,26325,1315,0,,,,0
6000694778 ,[세트] 박완서 소설로 그린 자화상 - 전2권,2005-09-14,56,박완서,2,웅진지식하우스,22000,350,29600,1006,0,,,,0
6000700914 ,[세트] 명량 - 전2권,2012-03-30,57,박은우,165,고즈넉,23000,304,30450,790,8.7,,3,,0
6000788638 ,[세트] 선암여고 탐정단 : 방과 후의 미스터리 + 탐정은 연애 금지 - 전2권,2013-01-25,70,박하익,53,황금가지,27000,420,26800,890,10,,1,,0
9788260700625 ,플라타너스,2010-10-05,81,김영희,168,문학과의식사,10000,300,27600,390,0,,,,0
9788901010502 ,302명의 아내를 가진 남자,1994-06-01,85,이상락,2,웅진지식하우스,4800,296,31080,414,0,,,,0
9788901064345 ,그녀는 안개와 함께 왔다,2007-03-23,87,김미진,169,뿔(웅진),9800,302,30246,423,8,,,,0
9788901079103 ,나가사키 파파,2008-03-18,89,구효서,169,뿔(웅진),10000,304,26325,426,8.7,1,5,,0
9788901085913 ,한국 환상문학 단편선,2008-08-04,58,정지원,170,시작,11000,357,33896,500,7.5,3,14,,0
9788901090634 ,첫눈,2009-01-02,91,이순원,169,뿔(웅진),10000,296,26264,414,9.2,1,4,,0
9788901115139 ,"잘 자요, 엄마",2010-11-26,92,서미애,171,노블마인,12000,360,30450,468,8.5,13,11,,0
9788901117409 ,화투 치는 고양이,2011-02-21,101,이화경,169,뿔(웅진),11000,247,29400,321,8.5,5,5,,0
9788901127569 ,공작새에게 먹이 주는 소녀,2012-03-20,105,김설아,169,뿔(웅진),13000,320,29400,416,0,,,,0
9788901132495 ,데스케어 주식회사,2012-05-21,109,고은규,169,뿔(웅진),13000,296,29400,395,9.3,2,1,,0
9788901137841 ,랭보의 바람구두를 신다,2011-12-30,87,김미진,169,뿔(웅진),14800,508,29400,660,10,,2,,0
9788901139609 ,나의 토익 만점 수기,2012-01-16,110,심재천,2,웅진지식하우스,12000,304,30450,395,8.6,17,26,,0
9788901156194 ,취향입니다 존중해주시죠,2013-04-10,116,이수진,2,웅진지식하우스,13000,364,30450,485,7.8,7,24,,0
9788901163031 ,공부해서 너 가져,2014-03-07,111,김범,2,웅진지식하우스,13000,308,30450,405,9.2,3,5,,0
9788906502828 ,대란 1,1995-08-01,122,야설록,172,계몽사,5500,304,31080,395,6,,1,,0
9788906503269 ,내전 2,1996-11-14,123,김하림,172,계몽사,6000,310,31080,403,0,,,,0
9788908032187 ,상록수,2001-04-25,124,심훈,173,범우사,6000,412,31080,536,6.7,,3,,0
9788908043138 ,무진기행,2003-12-20,128,김승옥,173,범우사,7000,157,24064,220,9,,2,,0
9788908124288 ,직지 앤 나비,2017-11-06,129,공애린,173,범우사,13000,270,34200,513,0,,,,0
9788912071080 ,블루 버터플라이,1996-11-10,132,차현숙,174,고려원(고려원미디어),7000,274,31080,356,0,,,,0
9788912071400 ,소설 홍길동 2,1985-05-01,133,정비석,174,고려원(고려원미디어),3200,278,24064,278,0,,,,0
9788925111681 ,섀델 크로이츠 2,2008-02-15,138,이경영,175,청어람,11000,442,33896,420,0,,,,0
9788925111933 ,"Neo, 박씨부인전 1",2008-02-25,139,서연,175,청어람,9000,406,24064,406,0,,,,0
9788925116679 ,뮤직 온 3,2009-02-05,141,강선우,175,청어람,7000,288,17024,202,0,,,,0
9788925119489 ,섀델 크로이츠 2부 7,2009-10-06,138,이경영,175,청어람,7000,304,31080,395,0,,,,0
9788925122847 ,두 개의 태양 1,2010-09-07,142,유호,175,청어람,11000,384,28980,499,8,2,,,0
9788925501215 ,백치들,2006-09-21,106,김숨,176,랜덤하우스코리아,9800,231,24064,323,6,,2,,0
9788925507866 ,럭키의 죽음,2007-06-18,151,이재웅,176,랜덤하우스코리아,9800,287,29400,373,10,,1,,0
9788925521152 ,귀신전 1,2008-07-21,156,이종호,176,랜덤하우스코리아,9800,296,31080,385,8.5,2,16,,0
9788925521329 ,키친 실험실,2008-07-30,157,장은진,176,랜덤하우스코리아,10000,264,29400,343,8,1,2,,0
9788925548852 ,살수 1,2005-07-25,46,김진명,3,알에이치코리아(RHK),11000,268,34200,370,9.3,3,,,0
9788925550091 ,사서함 110호의 우편물,2013-02-28,76,이도우,3,알에이치코리아(RHK),12000,472,26325,545,9,93,37,,0
9788925559988 ,아담의 Y 염색체,2016-09-30,162,김춘규,3,알에이치코리아(RHK),13800,276,30514,368,0,,,,0
9788925565323 ,백상아리,2019-01-29,162,김춘규,3,알에이치코리아(RHK),14000,248,30514,337,0,,,,0
9788925578248 ,죽어 천년을 살리라 1,2022-05-27,131,이문열,3,알에이치코리아(RHK),17000,428,29400,632,10,,6,,0
9788925705514 ,드래곤 머니 1,2008-06-02,168,권태현,177,로크미디어,8000,352,24064,352,0,,,,0
9788925705927 ,이형재생 1,2008-07-09,169,윤지겸,177,로크미디어,8000,304,24064,304,0,,,,0
9788925706399 ,하이렌 7,2008-09-11,167,사류라,177,로크미디어,8000,304,24064,304,0,,,,0
9788925710136 ,시간은 피다,2009-06-25,172,이헌,177,로크미디어,11000,308,,277,8.3,,6,,0
9788925824093 ,경성탐정록,2009-01-01,174,한동진,178,학산문화사(단행본),12000,470,24064,470,8.2,10,21,,0
9788925877143 ,피의 굴레,2011-10-25,174,한동진,179,북홀릭(bookholic),12000,342,31080,445,8.9,11,22,,0
9788926700204 ,마법지존 6,2009-05-19,175,린,180,파피루스(디앤씨미디어),8000,298,24700,387,0,,,,0
9788926770108 ,"검은 목의 교실, 친구를 부른다",2010-09-30,170,김근우,181,디앤씨미디어(주)(D&C미디어),10000,424,27132,551,9,10,4,,0
9788926770115 ,괴담갑 2면,2010-10-29,41,오트슨,181,디앤씨미디어(주)(D&C미디어),9500,320,27132,416,9.3,10,3,,0
9788926819890 ,뜬살이,2011-02-28,178,박혜범,182,한국학술정보,18000,330,34200,627,0,,,,0
9788927602996 ,충돌 2,2010-10-09,181,정우연,183,환상미디어,9000,400,24064,400,0,,,,0
9788927802518 ,"연애, 하는 날",2011-09-05,183,최인석,4,문예중앙,13000,406,28000,568,8.6,15,24,,0
9788927802716 ,롤리팝과 책들의 정원,2011-11-18,118,박주현,4,문예중앙,12000,288,25536,403,6,1,1,,0
9788927804550 ,청혼,2013-07-22,189,배명훈,4,문예중앙,13800,260,22272,455,7.9,11,8,,0
9788927808862 ,하린,2017-06-20,195,민명기,184,중앙books(중앙북스),15000,276,25536,478,0,,,,0
9788927900344 ,동티,2010-08-06,197,박충훈,185,국학자료원,12000,303,33896,424,0,,,,0
9788927908623 ,마지막 기억,2014-11-26,199,윤정옥,186,북치는마을,15000,392,24440,549,10,2,,,0
9788930005906 ,은빛까마귀,2010-07-25,205,고승철,5,나남출판,12000,320,33896,448,0,,,,0
9788930006309 ,크루즈와 나비,2015-07-10,185,김동익,5,나남출판,13000,240,26325,355,0,,,,0
9788930006316 ,"그해 여름, 패러독스의 시간",2015-09-20,213,이정은,5,나남출판,13800,320,33896,470,9,,2,,0
9788930006323 ,사도의 마지막 7일,2015-09-20,204,김상렬,5,나남출판,12800,292,33896,430,8,,2,,0
9788930006392 ,천민,2017-05-25,215,민병삼,5,나남출판,14800,422,34200,617,0,,,,0
9788930006491 ,궁정동 사람들,2019-04-25,218,박이선,5,나남출판,14800,400,34200,578,0,,,,0
9788930006668 ,가족을 빌려드립니다,2021-07-15,217,윤혜령,5,나남출판,14800,368,33750,539,8,1,,,0
9788930006682 ,황금삼족오 세트 - 전5권,2022-02-25,221,김풍길,5,나남출판,75000,1888,33896,2643,0,,,,0
9788930006699 ,황금삼족오 1,2022-02-25,221,김풍길,5,나남출판,15000,372,33896,540,0,,,,0
9788930006774 ,슈뢰딩거의 고양이,2022-08-20,213,이정은,5,나남출판,14800,328,33896,459,10,1,1,,0
9788930006798 ,목숨 세트 - 전3권,2023-03-05,222,하기주,5,나남출판,53400,1080,33896,1512,0,,,,0
9788930006835 ,꽃 피는 산골 교향곡,2023-05-11,220,정장화,5,나남출판,18000,372,33896,537,0,,,,0
9788931009743 ,아부레이 수나,2015-10-20,227,김희원,187,문예출판사,12000,240,29400,310,10,,2,,0
9788931022360 ,어느 날 몸 밖으로 나간 여자는,2021-10-29,230,정아은,187,문예출판사,15000,412,29400,455,10,1,,,0
9788931022377 ,그 남자의 집으로 들어갔다,2021-10-29,230,정아은,187,문예출판사,15000,400,29400,440,9.8,11,22,,0
9788932000367 ,태풍,1992-05-30,7,최인훈,6,문학과지성사,10000,372,31080,484,0,,,,0
9788932007458 ,우상의 숲,1995-07-01,232,이명행,6,문학과지성사,5500,272,31080,354,0,,,,0
9788932009254 ,여우사냥,1997-06-30,237,윤후명,6,문학과지성사,6000,306,31080,398,6,,2,,0
9788932010823 ,라디오,2001-01-31,238,류가미,6,문학과지성사,7500,308,31080,400,4,,1,,0
9788932011578 ,나의 자줏빛 소파,2000-05-12,240,조경란,6,문학과지성사,7500,327,31080,425,7.3,,6,,0
9788932012216 ,전우치는 살아 있다,2001-01-31,246,엄광용,6,문학과지성사,7000,296,31080,385,0,,,,0
9788932012667 ,슬픈 시간의 기억,2001-08-04,35,김원일,6,문학과지성사,8000,312,33896,437,9,,6,,0
9788932013626 ,질병과 사랑,2002-09-30,244,박청호,6,문학과지성사,8500,306,33896,428,0,,,,0
9788932014432 ,물속의 정원사,2003-08-14,255,김현주,6,문학과지성사,8500,312,33896,437,4,,1,,0
9788932017044 ,낙서문학사,2006-06-26,103,김종광,6,문학과지성사,10000,354,30740,496,8,,4,,0
9788932017587 ,몽타주,2007-03-02,243,최수철,6,문학과지성사,12000,506,25996,708,8,2,1,,0
9788932019840 ,나의 아름다운 죄인들,2009-08-24,106,김숨,6,문학과지성사,9000,238,30595,309,8.9,3,4,,0
9788932020457 ,서른 개의 문을 지나온 사람,2010-04-30,273,하창수,6,문학과지성사,10000,318,29400,477,0,,,,0
9788932020549 ,감각의 시절,2010-05-20,275,이신조,6,문학과지성사,11000,335,26000,469,0,,,,0
9788932020761 ,고독 역시 착각일 것이다,2010-10-18,98,서준환,6,문학과지성사,10000,304,27068,426,0,,,,0
9788932022130 ,침대,2011-06-10,243,최수철,6,문학과지성사,14000,582,31080,757,8.6,4,6,,0
9788932022321 ,뱀,2011-09-08,280,윤보인,6,문학과지성사,11000,288,25350,403,9.5,4,,,0
9788932023687 ,푸른 유리 심장,2012-11-26,286,양진채,6,문학과지성사,12000,264,24000,360,10,,1,,0
9788932026084 ,부디 성공합시다,2014-03-06,290,김종은,6,문학과지성사,12000,264,28704,390,9,3,1,,0
9788932026497 ,디저트 월드,2014-08-14,171,김이환,6,문학과지성사,12000,267,25270,305,7.1,6,2,,0
9788932026787 ,벌거숭이들,2014-12-22,283,김태용,6,문학과지성사,12000,222,24064,240,4,1,,,0
9788932027388 ,역사 속의 나그네 6,2015-06-30,248,복거일,6,문학과지성사,14000,418,29960,515,10,1,,,0
9788932028583 ,개와 늑대의 시간,2016-04-15,253,김경욱,6,문학과지성사,13000,332,28350,415,8.9,3,12,,0
9788932029832 ,그가 내린 곳,2017-02-27,271,박혜상,6,문학과지성사,12000,276,24000,291,9,1,2,,0
9788932030494 ,해적판을 타고,2017-10-30,274,윤고은,6,문학과지성사,12000,227,24064,250,8.2,3,6,,0
9788932030500 ,간사지 이야기,2017-11-24,235,최시한,6,문학과지성사,12000,193,21576,262,10,2,1,,0
9788932030906 ,옆집 아이는 울지 않는다,2018-04-06,303,전아리,6,문학과지성사,13000,257,24000,274,8,1,1,,0
9788932031064 ,언젠가 떠내려가는 집에서,2018-06-08,240,조경란,6,문학과지성사,13000,274,24000,352,8,3,4,,0
9788932039145 ,한 폭의 빛,2021-11-03,309,김수온,6,문학과지성사,14000,254,22560,263,9.6,4,1,,0
9788932039510 ,클로이의 무지개,2022-01-25,305,양선형,6,문학과지성사,14000,364,24064,360,9.3,2,1,,0
9788932040912 ,[큰글자도서] 우주의 일곱 조각,2022-12-10,326,은모든,6,문학과지성사,30000,290,38064,551,0,,,,0
9788932040936 ,[큰글자도서] 우리가 다시 만날 세계,2022-12-10,325,황모과,6,문학과지성사,30000,259,39528,492,0,,,,0
9788932040967 ,[큰글자도서] 브로콜리 펀치,2022-12-10,322,이유리,6,문학과지성사,32000,304,40750,578,0,,,,0
9788932043340 ,[큰글자도서] 내 여자의 열매,2024-11-01,193,한강,6,문학과지성사,39000,406,42926,771,0,,,,0
9788932303659 ,대한제국 일본침략사 5,1994-05-01,335,고원정,188,현암사,2500,114,31080,160,0,,,,0
9788932312262 ,붉은 고래 1,2004-06-10,336,이대환,188,현암사,8500,288,33896,403,0,,,,0
9788932322452 ,코드 블루,2022-10-14,149,정명섭,189,달다,15000,272,26325,388,0,,,,0
9788932402864 ,꺼삐딴리,1994-04-01,337,전광용,190,을유문화사,3000,250,18746,133,8,,6,,0
9788932921402 ,안젤라,2021-11-30,338,안이희옥,191,열린책들,14800,320,22560,408,9.7,11,9,,0
9788933800362 ,욕망의 응달,1993-09-01,56,박완서,192,세계사,10000,320,33896,448,6,,2,,0
9788933800508 ,개뿔 1,1994-05-01,182,박범신,192,세계사,5000,306,31080,428,0,,,,0
9788933801147 ,나무가 기도하는 집,1999-12-28,256,이윤기,192,세계사,8000,270,31080,378,8,,2,,0
9788933801246 ,독충,2001-03-20,99,이제하,192,세계사,7500,263,31080,368,7.3,1,2,,0
9788933801468 ,불의 나라 1,2005-04-30,182,박범신,192,세계사,9500,336,33896,470,0,,,,0
9788933801710 ,아이엠돌,2010-11-01,104,김민서,192,세계사,11800,336,30450,437,9.6,1,4,,0
9788934955108 ,소설 선,2011-10-11,346,고은,7,김영사,25000,704,34200,1056,9.5,3,1,,0
9788934984900 ,지문,2021-04-05,351,이선영,8,비채,14000,328,26724,377,9.3,18,28,,0
9788935504398 ,여섯 장면의 짧고 슬픈 드라마,2008-08-01,355,손영목,193,오늘,12000,336,33896,470,0,,,,0
9788935907083 ,바람의 여신 3,1997-07-21,145,노원,195,신원문화사,7000,388,48316,737,0,,,,0
9788935910755 ,상록수,2003-01-15,124,심훈,195,신원문화사,12000,429,30745,601,10,5,,,0
9788935911073 ,운수 좋은 날,2003-03-25,360,현진건,195,신원문화사,12000,278,33896,500,8.7,,6,,0
9788935916689 ,731 마루타 1,2014-12-10,137,정현웅,195,신원문화사,13000,344,31080,447,9.4,30,,,0
9788935916740 ,731 마루타 5,2015-01-15,137,정현웅,195,신원문화사,13000,352,31080,458,9.7,6,,,0
9788936101695 ,도시의 사냥꾼,1992-10-01,18,최인호,196,우석출판사,7000,506,31080,658,0,,,,0
9788936431082 ,[큰글자도서] 호수의 일,2022-12-10,362,이현,1,창비,38000,360,47077,540,0,,,,0
9788936433468 ,"섬, 나는 세상 끝을 산다",2003-01-20,371,한창훈,1,창비,11000,248,33896,347,9,3,1,,0
9788936433598 ,채식주의자,2007-10-30,193,한강,1,창비,12000,247,30450,321,8.3,388,382,,0
9788936433642 ,푸른수염의 첫번째 아내,2002-03-30,63,하성란,1,창비,11000,298,33896,417,8.5,5,28,,0
9788936434267 ,아몬드 (양장),2017-03-31,383,손원평,1,창비,14000,264,24064,387,8.5,149,214,,0
9788936436292 ,마지막 테우리,1994-06-01,72,현기영,1,창비,8000,280,31080,364,0,,,,0
9788936436438 ,혼돈을 향하여 한걸음,1997-01-30,183,최인석,1,창비,6500,292,31080,380,8.7,,3,,0
9788936436605 ,구렁이들의 집,2001-03-01,183,최인석,1,창비,8000,300,31080,390,8,,1,,0
9788936437183 ,달팽이들,2011-03-07,393,하재영,1,창비,11000,228,29820,296,9.2,1,3,,0
9788936437299 ,센티멘털도 하루 이틀,2014-03-28,385,김금희,1,창비,13000,280,33896,380,7.4,5,5,,0
9788936437572 ,[큰글자도서] 병산읍지 편찬약사,2019-03-01,342,조갑상,1,창비,23000,220,62370,594,0,,,,0
9788936437671 ,[큰글자도서] 옥상에서 만나요 2,2019-03-01,60,정세랑,1,창비,19000,144,62370,389,0,,,,0
9788936437732 ,[큰글자도서] 좀비들 2,2019-03-01,264,김중혁,1,창비,20000,190,62370,513,0,,,,0
9788936437763 ,[큰글자도서] 들국화 송이송이 1,2019-03-01,368,송기숙,1,창비,20000,208,62370,562,0,,,,0
9788936437817 ,[큰글자도서] 도깨비 잔치 2,2019-03-01,368,송기숙,1,창비,20000,202,62370,545,0,,,,0
9788936437954 ,오늘 밤에 어울리는,2019-04-10,402,이승은,1,창비,13000,224,30450,314,8.7,,3,,0
9788936438401 ,[큰글자도서] 당신은 지나갈 수 없다,2021-03-05,285,손홍규,1,창비,30000,324,62370,875,0,,,,0
9788936457044 ,안의 가방,2021-08-27,420,박영란,1,창비,12000,176,29400,251,0,,,,0
9788936459550 ,[큰글자도서] 곁에 있다는 것,2021-09-15,36,김중미,1,창비,35000,384,40504,730,0,,,,0
9788936460723 ,[큰글자도서] 백의민족 1,2019-03-01,368,송기숙,1,창비,20000,214,62370,578,0,,,,0
9788936460730 ,[큰글자도서] 백의민족 2,2019-03-01,368,송기숙,1,창비,20000,178,62370,481,0,,,,0
9788936473204 ,[큰글자도서] 계속해보겠습니다 2,2017-02-20,380,황정은,1,창비,20000,152,44100,289,0,,,,0
9788936473259 ,[큰글자도서] 두근두근 내 인생 1,2017-02-20,61,김애란,1,창비,20000,192,47422,365,0,,,,0
9788936473297 ,[큰글자도서] 엄마를 부탁해 1,2017-02-20,42,신경숙,1,창비,19000,140,49780,266,0,,,,0
9788936473310 ,[큰글자도서] 완득이 1,2017-02-20,375,김려령,1,창비,19000,128,37365,243,8,,1,,0
9788936473341 ,[큰글자도서] 중국식 룰렛 2,2017-02-20,191,은희경,1,창비,19000,112,47422,213,0,,,,0
9788936473372 ,[큰글자도서] 국수 1,2017-02-20,106,김숨,1,창비,20000,196,47422,372,0,,,,0
9788936473464 ,[큰글자도서] 팽이 2,2017-02-20,395,최진영,1,창비,20000,168,47422,319,0,,,,0
9788936474539 ,[큰글자도서] 재와 빨강 2,2018-03-20,263,편혜영,1,창비,19000,160,51324,304,0,,,,0
9788936474690 ,[큰글자도서] 푸른수염의 첫번째 아내 2,2018-03-20,63,하성란,1,창비,19000,148,57909,281,0,,,,0
9788936474706 ,[큰글자도서] 어머님이 들려주시던 노래 1,2018-03-20,254,성석제,1,창비,19000,156,57909,421,0,,,,0
9788936474713 ,[큰글자도서] 어머님이 들려주시던 노래 2,2018-03-20,254,성석제,1,창비,19000,160,57909,432,0,,,,0
9788936474751 ,[큰글자도서] 별들의 들판 2,2018-03-20,16,공지영,1,창비,19000,120,57909,228,0,,,,0
9788936474850 ,[큰글자도서] 서울 2,2018-03-20,285,손홍규,1,창비,19000,144,33896,202,0,,,,0
9788936474898 ,"[큰글자도서] 길, 저쪽 2",2018-03-20,252,정찬,1,창비,19000,132,51324,251,0,,,,0
9788936474904 ,[큰글자도서] 트렁크 1,2018-03-20,375,김려령,1,창비,19000,100,51324,190,6,1,,,0
9788936474928 ,[큰글자도서] 세상에 없는 나의 집 1,2018-03-20,398,금희,1,창비,19000,156,51324,296,0,,,,0
9788936475017 ,[큰글자도서] 망고스퀘어에서 우리는 2,2018-03-20,381,금태현,1,창비,19000,152,51324,289,0,,,,0
9788936476489 ,[큰글자도서] 센티멘털도 하루 이틀 1,2018-09-01,385,김금희,1,창비,19000,136,51324,258,0,,,,0
9788936484118 ,[큰글자도서] 대도시의 사랑법,2020-03-25,308,박상영,1,창비,35000,344,62370,929,0,,,,0
9788936510923 ,비정한 도시,2015-05-22,134,현길언,197,홍성사,13000,352,29400,445,8,1,,,0
9788936603694 ,레디메이드 인생,2007-01-20,126,채만식,198,일신서적,15000,303,35639,455,0,,,,0
9788936802257 ,달의 몰락,1995-09-01,424,김채원,199,청아출판사,7000,412,31080,536,0,,,,0
9788936802264 ,이강에서,1996-06-01,131,이문열,199,청아출판사,8000,456,31080,593,0,,,,0
9788937209468 ,신의 죽음 - 전2권,2006-04-06,46,김진명,200,대산출판사,17000,512,33896,812,7.8,3,20,,0
9788937402838 ,귀신들,1997-07-10,429,이선,10,민음사,6000,260,31080,338,0,,,,0
9788937403477 ,황금색 발톱,2000-05-15,432,엄창석,10,민음사,6500,229,31080,298,9,,2,,0
9788937420535 ,라이팅 클럽,2020-05-22,147,강영숙,10,민음사,14000,356,26068,399,8.9,7,26,,0
9788937434396 ,맨얼굴의 사랑,2017-07-14,230,정아은,10,민음사,14000,428,27675,450,8.2,5,5,,0
9788937439209 ,82년생 김지영 (코멘터리 에디션),2018-11-23,438,조남주,10,민음사,14000,280,24064,374,10,3,3,,0
9788937442100 ,목격자들 1,2015-02-25,29,김탁환,10,민음사,13000,384,26130,470,8.5,4,12,,0
9788937442117 ,목격자들 2,2015-02-25,29,김탁환,10,민음사,13000,428,26130,510,8.5,,4,,0
9788937442179 ,"허균, 최후의 19일 1",2019-03-15,29,김탁환,10,민음사,13000,476,23876,666,10,,1,,0
9788937473081 ,"주말, 출근, 산책 : 어두움과 비",2015-11-27,294,김엄지,10,민음사,12000,144,26130,235,7.6,7,22,,0
9788937473210 ,항구의 사랑,2019-06-14,409,김세희,10,민음사,13000,176,24064,270,6.8,46,42,,0
9788937479960 ,100개의 리드,2020-09-21,312,이홍,10,민음사,15000,560,27675,570,0,,,,0
9788937480157 ,꿈,2003-03-25,239,정영문,10,민음사,8000,250,33896,450,10,1,,,0
9788937480331 ,옛 로망스,2003-12-15,228,우선덕,10,민음사,9000,346,33896,484,0,,,,0
9788937480744 ,왈릴리 고양이나무,2005-09-09,441,조용호,10,민음사,9000,274,30885,384,8,,1,,0
9788937480898 ,첫사랑,2006-11-17,290,김종은,10,민음사,9500,344,30816,482,8,1,1,,0
9788937481079 ,호모 엑세쿠탄스 1,2006-12-26,131,이문열,10,민음사,9500,290,30316,406,7.4,3,14,,0
9788937482557 ,우주피스 공화국,2009-04-15,245,하일지,10,민음사,11000,294,30104,412,8.3,1,11,,0
9788937482908 ,고양이의 이중생활,2009-11-06,236,김연경,10,민음사,11000,281,33896,506,8,,1,,0
9788937483677 ,남이섬,2011-05-27,262,전상국,10,민음사,11000,292,27675,409,9,,4,,0
9788937484391 ,우선멈춤,2012-03-09,188,안보윤,10,민음사,11000,212,26325,297,5.3,3,,,0
9788937484759 ,욕조,2012-06-15,442,김희진,10,민음사,12000,286,30885,455,8.7,1,2,,0
9788937485763 ,지상의 노래,2012-08-24,247,이승우,10,민음사,13000,368,27675,510,8.8,23,38,,0
9788937486333 ,수지 : 쥐와 연애하는 소녀,2012-12-28,458,김주희,10,민음사,12000,204,26325,300,8,,2,,0
9788937486418 ,정크,2012-12-31,463,김혜나,10,민음사,13000,276,27675,425,7.6,4,29,,0
9788937489204 ,누나,2014-07-14,245,하일지,10,민음사,13000,312,27675,335,7,4,2,,0
9788937604294 ,우남의 꿈,2015-10-26,466,신용구,201,비봉출판사,16000,568,34272,825,0,,,,0
9788937834424 ,13월,2013-12-12,467,전민식,202,북폴리오,13000,366,30450,485,8.2,4,24,,0
9788937834851 ,교도섬,2014-11-17,468,나혁진,202,북폴리오,12500,384,30450,500,7.8,4,6,,0
9788939204935 ,내 생의 적들,2004-10-05,382,이인휘,11,실천문학사,9000,309,33896,433,8.7,,3,,0
9788939205406 ,타잔,2006-03-30,389,김윤영,11,실천문학사,9800,320,30740,416,8.2,,8,,0
9788939205499 ,활,2006-08-25,180,한만수,11,실천문학사,9800,315,33896,441,0,,,,0
9788939205673 ,눈부처,2006-12-18,475,박소연,11,실천문학사,9800,318,30740,413,10,,1,,0
9788939206007 ,나는 춤이다,2008-07-31,436,김선우,11,실천문학사,9800,292,31098,380,9.4,3,27,,0
9788939206175 ,"바닷가 그 집에서, 이틀",2009-06-24,391,이상섭,11,실천문학사,9800,263,33896,368,10,1,,,0
9788939206298 ,미필적 고의에 대한 보고서,2010-03-30,434,한지혜,11,실천문학사,9800,280,31080,364,8.9,5,2,,0
9788939206618 ,성난 타조,2011-06-30,481,안광,11,실천문학사,11000,240,31080,312,10,1,1,,0
9788939206663 ,뮌헨의 가로등,2011-09-28,482,변소영,11,실천문학사,11000,296,31080,385,10,1,1,,0
9788939206731 ,아지트,2012-03-30,483,주원규,11,실천문학사,9500,199,25740,259,0,,,,0
9788939230927 ,부어스,2021-11-22,488,권혜린,11,실천문학사,13000,252,26656,270,10,1,,,0
9788941329367 ,굿 보이,2008-09-08,491,선우,203,신영미디어,9000,392,33896,549,0,,,,0
9788942401147 ,소설성경 4,1994-12-01,494,김남,204,자유문학사,5500,300,31080,390,0,,,,0
9788942401154 ,소설성경 5,1995-01-01,494,김남,204,자유문학사,5500,312,31080,406,0,,,,0
9788943103538 ,"안녕, 추파춥스 키드",2009-01-20,497,최옥정,205,문학의문학,11000,335,31080,436,8.4,,13,,0
9788943103767 ,허수아비춤,2010-10-04,15,조정래,205,문학의문학,12000,440,24064,683,9,92,161,,0
9788943520076 ,시인,1994-05-01,131,이문열,206,아침나라(둥지),5600,282,31080,367,8,,2,,0
9788943530235 ,먼 그대,1997-12-19,13,서영은,206,아침나라(둥지),7000,314,33896,440,0,,,,0
9788943530242 ,꿈길에서 꿈길로,1997-12-19,13,서영은,206,아침나라(둥지),7000,314,31080,408,0,,,,0
9788944108594 ,천추태후 1,2007-01-10,500,최인욱,207,어문각,10000,334,33896,468,0,,,,0
9788949123080 ,"그냥, 컬링 (양장)",2011-09-26,419,최상희,12,비룡소,13000,288,24064,403,9.2,5,68,,0
9788949708751 ,불굴혼 박정희 1,2014-05-16,501,고산 고정일,209,동서문화동판(동서문화사),12000,404,34425,768,0,,,,0
9788949708843 ,불굴혼 박정희 10,2014-05-16,501,고산 고정일,209,동서문화동판(동서문화사),12000,404,34425,768,0,,,,0
9788949717012 ,난세비화,2019-03-01,502,김이석,209,동서문화동판(동서문화사),15000,518,33896,725,0,,,,0
9788950949815 ,나인 2,2013-05-27,503,차윤,210,21세기북스,12800,284,31080,400,8,,2,,0
9788950961176 ,징비록 3,2015-09-01,452,김호경,210,21세기북스,12800,264,30450,385,0,,,,0
9788950983611 ,세계의 호수 + 오디오북(USB) 합본 세트,2019-10-01,194,정용준,13,arte(아르테),25000,144,18150,101,0,,,,0
9788951016349 ,Cool한 일처다부제를 지지한다 2,2004-07-17,176,이혜경,211,대명종,8500,247,33896,346,0,,,,0
9788951020865 ,로맨스가 딱이야! 1,2007-01-12,14,김랑,211,대명종,9000,384,33896,538,10,,1,,0
9788951025334 ,사랑은 미친 짓이야,2008-06-07,509,정아미,211,대명종,9000,422,24064,420,0,,,,0
