isbn,title,publishDate,author_id,author_name,publisher_id,publisher_name,price,pageCount,size,weight,rating,shortReviewCount,fullReviewCount,records,label
9791156344216 ,화신풍,2020-07-30,823,이정주,721,해드림출판사,15000,256,33440,468,0,,,,0
9791156344469 ,미목,2021-01-31,1881,조삼,721,해드림출판사,15000,286,33896,429,0,,,,0
9791156344681 ,산너머 강촌,2021-08-08,1879,김범식,721,해드림출판사,15000,239,28905,381,0,,,,0
9791156623045 ,할로윈 Halloween,2017-02-06,293,정한아,40,도서출판 아시아,9500,120,21620,133,9.5,1,7,,0
9791156625469 ,사진을 남기는 사람,2021-05-31,1885,유희란,40,도서출판 아시아,13000,264,24064,264,10,4,4,,0
9791156625834 ,우리는 오피스텔에 산다,2022-01-07,467,전민식,40,도서출판 아시아,13000,196,24064,196,9.5,1,3,,0
9791157211401 ,위 빌트 디스 시티,2020-11-23,1747,박상권,559,파랑새미디어,11000,200,34200,380,0,,,,0
9791157232826 ,졸업,2016-08-29,268,윤이형,681,내인생의책,14000,192,26068,335,8.4,1,4,,0
9791157322138 ,감빵이야기 2 - 5,2018-02-06,59,이진수,722,혜민노블,13000,318,34804,604,0,,,,0
9791157400935 ,마담뺑덕,2014-10-01,279,백가흠,52,네오픽션,13000,344,28420,425,6.9,1,11,,0
9791157403844 ,록스타 로봇의 자살 분투기,2023-11-06,1895,클레이븐,52,네오픽션,14000,212,21228,191,8.7,1,5,,0
9791157667543 ,LA에는 자작나무 숲이 없다,2015-06-30,1361,박해인,301,좋은땅,11000,296,33896,414,0,,,,0
9791157765126 ,춤추는 코끼리,2017-12-20,1236,김경순,723,책과나무,13000,236,31376,307,10,,1,,0
9791157766321 ,새들의 눈물,2018-10-31,634,박정선,723,책과나무,13000,292,31376,380,0,,,,0
9791157767809 ,우리는 이렇게 흘러가는 거야,2019-10-09,892,박규현,723,책과나무,14000,356,28280,463,0,,,,0
9791157783762 ,전장에 핀 무궁화 - 상,2019-05-15,1908,권명애,724,맑은샘(김양수),13000,292,34200,555,0,,,,0
9791157786190 ,여섯 번째 살인,2023-11-13,1910,한성규,724,맑은샘(김양수),12800,184,31080,239,0,,,,0
9791157786220 ,난의 혼 추사의 얼,2023-11-20,1906,전흥웅,724,맑은샘(김양수),15000,292,34200,380,0,,,,0
9791157951772 ,동주와 몽규 세트,2016-04-15,1451,유광남,528,스타북스,12000,240,29315,312,10,,1,,0
9791157954537 ,5월 18일생,2019-05-18,1450,송동윤,528,스타북스,13000,256,27945,333,8,1,2,,0
9791158113162 ,[POD]  너랑 나랑 하는 것,2015-09-02,1912,윤성걸,699,부크크(bookk),10000,130,31080,169,0,,,,0
9791158290092 ,내리사랑 내리화,2015-11-20,1112,박종삼,725,오래,15000,410,33896,574,10,1,1,,0
9791158484750 ,우연은 없다,2020-08-31,1914,한율해,370,박이정,16000,401,33896,561,0,,,,0
9791158582104 ,아침 8시에 그녀가 옵니다,2016-12-13,1917,김동희,726,밥북,12000,200,24064,200,0,,,,0
9791158584559 ,새끼,2018-08-14,1919,문상오,726,밥북,12000,256,31080,333,0,,,,0
9791158584610 ,할머니 용돈을 뺏어라,2018-08-24,1916,허미래,726,밥북,12000,104,24064,104,0,,,,0
9791158584634 ,황금빛 새,2018-08-24,1901,정상인,726,밥북,12000,320,33525,608,0,,,,0
9791158584795 ,신의 코드 카시오페이아,2018-10-15,1918,이준석,726,밥북,12000,288,34200,547,0,,,,0
9791158603793 ,화려한 이별 2,2015-11-30,1920,김유미,532,청어,14000,312,30745,437,0,,,,0
9791158604158 ,조센징 천황 죽이기,2016-06-10,1529,저스틴 박,532,청어,13000,280,33896,392,0,,,,0
9791158605384 ,더 이상 밀밭은 없다,2018-02-06,1639,김채형,532,청어,13000,248,31080,322,0,,,,0
9791158605797 ,기억과 몽상,2018-08-10,730,윤혁,532,청어,13000,296,31160,562,10,1,,,0
9791158606558 ,삿갓배미 사랑,2019-07-01,1923,문수봉,532,청어,13000,224,24064,314,0,,,,0
9791158606640 ,욕망의 혀,2019-08-10,1010,박서영,532,청어,13000,328,24064,328,9.3,1,3,,0
9791158607357 ,남도의 선율,2020-02-20,5,손정모,532,청어,13000,288,34200,374,0,,,,0
9791158607371 ,방풍목,2020-02-29,935,이인우,532,청어,13000,320,29400,416,0,,,,0
9791158608767 ,당항포,2020-08-30,1204,문찬도,532,청어,13000,384,24064,384,0,,,,0
9791158609115 ,연인,2020-11-30,1926,박미윤,532,청어,13000,280,24064,280,0,,,,0
9791158609252 ,지게차 왕,2021-03-26,1927,정재무,532,청어,13000,224,24064,224,0,,,,0
9791158772161 ,참 좋은 사람이었어,2020-12-10,1493,최창원,727,바이북스,13000,260,29400,338,10,,4,,0
9791158773533 ,막장 수다,2023-06-25,1401,림일,727,바이북스,18000,336,33000,437,0,,,,0
9791158884338 ,묵호의 꽃 2,2018-09-13,1932,최정원,53,황금가지,13800,444,24064,397,0,,,,0
9791158886752 ,마녀의 소녀 1~2 세트 - 전2권,2020-06-05,154,김종일,53,황금가지,22800,888,26880,1154,10,,3,,0
9791158888701 ,레모네이드 할머니,2021-04-30,1936,현이랑,53,황금가지,13800,284,24064,370,9.1,5,30,,0
9791159052255 ,빨간 의자,2017-11-25,1531,최범영,226,소명출판,15000,340,29400,464,0,,,,0
9791159055942 ,생오지 뜸부기,2021-03-10,12,문순태,226,소명출판,20000,377,33896,528,0,,,,0
9791159160356 ,왕국의 비밀 2,2017-02-06,21,이원호,545,반딧불이(한결미디어),15000,312,33896,593,0,,,,0
9791159161193 ,영웅의 조건 후계자 2,2019-06-17,21,이원호,545,반딧불이(한결미디어),15000,311,34119,591,0,,,,0
9791159161339 ,신의 아들 1,2020-06-30,21,이원호,545,반딧불이(한결미디어),15000,348,34119,661,0,,,,0
9791159161599 ,후계자 2,2022-01-28,21,이원호,545,반딧불이(한결미디어),16000,316,34200,411,0,,,,0
9791159161674 ,붉은 바람 1,2022-11-15,21,이원호,545,반딧불이(한결미디어),16000,328,34200,623,0,,,,0
9791159255687 ,삼각파도 속으로,2020-07-28,1331,황세연,55,들녘,15000,496,29400,636,9.2,4,32,,0
9791159257148 ,신데렐라 포장마차 4,2022-01-27,1939,정가일,55,들녘,15000,404,24064,404,9,1,5,,0
9791159330230 ,바보 재준이,2016-04-25,917,박순,728,수필과비평사,13500,244,33750,392,0,,,,0
9791159334306 ,달 속에 박힌 아방궁,2022-10-31,1391,정종진,728,수필과비평사,16000,327,31500,452,0,,,,0
9791159610356 ,I'm,2016-03-30,946,안예은,709,지식과감성#,12000,224,31080,291,0,,,,0
9791159610400 ,여명의 어두운 그림자 2,2016-04-30,1946,박창진,709,지식과감성#,13000,360,34200,684,0,,,,0
9791159611681 ,어둠 속에 핀 여명의 꿈 1,2016-06-17,1785,박창진,709,지식과감성#,13000,318,34200,604,0,,,,0
9791159614804 ,용기가 필요하다,2017-02-10,1947,이종원,709,지식과감성#,12000,226,31080,294,0,,,,0
9791159616594 ,상실한다는 것,2017-05-31,1787,이세희,709,지식과감성#,13000,178,34200,338,6,,1,,0
9791159616631 ,한여름 밤의 고백 - 하,2017-06-21,1948,김상순,709,지식과감성#,24700,493,34200,937,0,,,,0
9791159713675 ,수양명행 제1권,2021-11-15,1950,오선근,729,북스힐,27000,556,34425,1056,0,,,,0
9791159792694 ,영도다리 난간 위에,2019-01-25,1951,공옥식,283,세종출판사(이길안),13000,309,33150,402,0,,,,0
9791159794667 ,모이라이의 물레,2021-10-25,1951,공옥식,283,세종출판사(이길안),15000,299,33000,515,0,,,,0
9791159794834 ,시간의 마디 그 흔적,2022-01-13,861,하주희,283,세종출판사(이길안),12000,222,26600,270,0,,,,0
9791159795879 ,영남알프스,2023-06-20,856,강인수,283,세종출판사(이길안),15000,380,34200,562,0,,,,0
9791159821936 ,더미 1,2016-06-30,1632,문종구,301,좋은땅,10000,248,34200,471,0,,,,0
9791159821974 ,노란 잉꼬와 찢어진 책,2016-06-30,1433,배기교,301,좋은땅,13000,298,33896,417,0,,,,0
9791159822476 ,꽃으로 지다,2016-08-05,1952,개월노(介月努),301,좋은땅,10000,174,15540,122,0,,,,0
9791159823336 ,강변의 자전거,2016-09-02,1717,전혜성,301,좋은땅,11000,260,31080,338,10,,1,,0
9791159824234 ,데자뷔,2016-10-10,942,이후,301,좋은땅,10000,112,26880,146,0,,,,0
9791159824265 ,봄은 짧다,2016-10-14,1954,권혁준,301,좋은땅,11000,176,28980,229,0,,,,0
9791159873492 ,풍경의 건설자들 2,2016-12-23,1958,박동원,685,북랩,14000,390,33896,546,0,,,,0
9791159923005 ,낮은 곳으로 임하소서,2020-05-30,1652,이서영,57,알마,12000,144,21546,181,8.5,2,2,,0
9791160032703 ,센타크논 전문집,2020-12-04,1959,임웅,730,창조와지식(북모아),12000,192,26792,269,10,,1,,0
9791160200157 ,창천이야기,2017-03-15,662,김홍정,391,솔출판사,13000,312,31080,493,0,,,,0
9791160200485 ,국수 1,2018-08-01,369,김성동,391,솔출판사,15000,376,31080,543,9.2,3,5,,0
9791160200515 ,국수 4,2018-08-01,369,김성동,391,솔출판사,15000,388,31080,555,10,2,,,0
9791160200522 ,국수 5,2018-08-01,369,김성동,391,솔출판사,15000,468,31080,664,9,2,,,0
9791160200546 ,의자왕 살해사건,2018-09-20,662,김홍정,391,솔출판사,14000,362,24064,472,9.3,,6,,0
9791160201192 ,금강 10,2020-02-05,662,김홍정,391,솔출판사,14000,296,31080,385,0,,,,0
9791160201901 ,후예들,2023-09-20,1122,심아진,391,솔출판사,16000,316,27000,411,9.7,2,14,,0
9791160232318 ,봉기 2,2017-12-21,1963,서주원,731,평사리,13000,244,34425,464,0,,,,0
9791160261059 ,어디에도 속하지 않은 폴의 하루,2018-09-20,1505,임재희,58,작가정신,12800,272,24064,306,8.8,,41,,0
9791160261691 ,[큰글자도서] 나의 아름다운 이웃,2020-06-30,56,박완서,58,작가정신,33000,392,50925,745,0,,,,0
9791160261745 ,[큰글자도서] 고양이 대왕,2020-06-30,105,김설아,58,작가정신,28000,256,54144,486,0,,,,0
9791160262148 ,나의 아름다운 이웃 (타계 10주기 특별판),2021-01-12,56,박완서,58,작가정신,14000,392,21244,425,10,2,2,,0
9791160262339 ,복고풍 요리사의 서정,2021-06-22,675,박상,58,작가정신,14000,3680,22936,396,9.8,4,32,,0
9791160262490 ,[큰글자도서] 우리의 정류장과 필사의 밤,2022-01-28,272,김이설,58,작가정신,24000,196,32565,294,0,,,,0
9791160262568 ,[큰글자도서] 예테보리 쌍쌍바,2022-01-28,675,박상,58,작가정신,27000,236,37539,590,0,,,,0
9791160263206 ,[큰글자도서] 서핑하는 정신,2023-08-07,567,한은형,58,작가정신,32000,312,49098,780,0,,,,0
9791160402193 ,내가 사랑한 캔디 / 불쌍한 꼬마 한스,2018-12-26,233,백민석,37,한겨레출판,16000,420,26325,465,10,2,,,0
9791160402292 ,러셔,2019-02-21,233,백민석,37,한겨레출판,13000,220,26325,268,8.3,,6,,0
9791160403626 ,특별관리대상자,2020-02-26,483,주원규,37,한겨레출판,13800,316,31500,451,8.2,2,10,,0
9791160405729 ,[큰글자도서] 거짓말,2023-10-05,567,한은형,37,한겨레출판,35000,360,61740,684,0,,,,0
9791160406849 ,그들이 사라진 뒤에,2021-12-13,298,조수경,37,한겨레출판,15000,252,24064,353,9.2,,8,,0
9791160408508 ,[큰글자도서] 노랜드,2022-08-31,364,천선란,37,한겨레출판,39000,420,54144,798,0,,,,0
9791160409291 ,[큰글자도서] 트로피컬 나이트,2022-12-10,444,조예은,37,한겨레출판,32000,312,40260,593,0,,,,0
9791160540352 ,인류 기원에 관한 설명서,2017-02-20,1476,김교협,733,렛츠북,13000,280,34048,532,0,,,,0
9791160542257 ,단편소설 전시회,2018-12-27,1969,윤성환,733,렛츠북,12000,220,31080,286,0,,,,0
9791160543346 ,부적응자들,2019-12-12,1476,김교협,733,렛츠북,13000,248,34048,322,0,,,,0
9791160781212 ,가시박,2019-11-17,930,김조자,734,다산글방,12000,352,34200,669,0,,,,0
9791160809114 ,다시 만나는 고전,2022-10-21,1973,SWU作 2022,735,휴머니스트,18000,312,33000,444,0,,,,0
9791160809800 ,[큰글자도서] 다시 만나는 고전,2023-04-03,1973,SWU作 2022,735,휴머니스트,32000,312,60291,593,0,,,,0
9791160840407 ,찢어진 밤,2017-11-22,612,최성배,736,인간과문학사(신아출판사),7000,208,25350,270,0,,,,0
9791160840797 ,거세된 도시의 사람들,2018-09-25,74,윤진상,736,인간과문학사(신아출판사),7000,221,25152,287,2,1,,,0
9791160841404 ,"둘, 또는 하나",2020-12-28,779,이은정,736,인간과문학사(신아출판사),13500,322,32708,419,0,,,,0
9791161150130 ,평양의 눈빛,2017-07-28,987,박영순,737,문예바다,10000,283,33000,368,0,,,,0
9791161150406 ,그리운 편지 한 장,2018-05-31,992,박하식,737,문예바다,12000,416,31080,539,0,,,,0
9791161150611 ,천년을 내리는 눈,2019-05-20,485,정소성,737,문예바다,13000,280,31800,364,10,,1,,0
9791161150659 ,토무,2019-06-25,1420,손용상,737,문예바다,12000,280,33600,532,0,,,,0
9791161150703 ,제비꽃,2019-07-10,485,정소성,737,문예바다,13000,392,31800,510,0,,,,0
9791161150802 ,고욤나무 있는 집,2019-10-20,1300,장수연,737,문예바다,13000,288,24064,288,0,,,,0
9791161150864 ,바람의 여인,2019-12-30,485,정소성,737,문예바다,13000,356,33440,463,0,,,,0
9791161150918 ,설향,2020-02-10,485,정소성,737,문예바다,13000,288,33440,374,0,,,,0
9791161151106 ,소설 대동여지도 4,2020-09-15,485,정소성,737,문예바다,13000,320,33440,416,0,,,,0
9791161151779 ,숨어 우는 바람 소리,2022-09-09,1386,최문경,737,문예바다,12000,280,31080,364,0,,,,0
9791161151786 ,기나긴 여울 1,2022-09-09,1212,이영백,737,문예바다,12000,224,31800,291,0,,,,0
9791161151816 ,분단의 땅에 꽃은 안 핀다,2022-11-15,992,박하식,737,문예바다,15000,304,34272,578,0,,,,0
9791161151915 ,개로 살 만해 vs 살기 힘들어,2023-03-23,1979,서재일,737,문예바다,13800,264,25875,343,9.7,,7,,0
9791161152011 ,기나긴 여울 3,2023-07-10,1212,이영백,737,문예바다,12000,256,32250,333,0,,,,0
9791161152172 ,3일간의 사랑,2023-11-10,1978,박성선,737,문예바다,12000,220,33000,286,0,,,,0
9791161433042 ,깃발,2019-11-01,709,조정희,738,쿰란출판사,13000,288,24064,288,0,,,,0
9791161570280 ,깔때기 포트,2018-03-05,1776,김이수,61,나무옆의자,13000,308,30450,429,8.4,1,14,,0
9791161570693 ,올 킬,2019-09-20,1982,이재량,61,나무옆의자,13000,344,30450,477,9.7,3,16,,0
9791161570747 ,모조 사회 1,2019-10-18,569,도선우,61,나무옆의자,14000,356,24064,392,9,,8,,0
9791161570846 ,로야 + 주야 세트 - 전2권,2019-02-01,1984,다이앤 리,61,나무옆의자,26000,620,30450,806,0,,,,0
9791161571065 ,복수전자,2020-07-27,1983,조경아,61,나무옆의자,13000,304,30450,425,9.6,1,9,,0
9791161572147 ,[큰글자도서] 호랑이 아가씨,2025-03-27,1707,허태연,61,나무옆의자,33000,300,56840,570,0,,,,0
9791162101049 ,"안녕, 나의 우주",2021-03-31,1525,오시은,39,바람의아이들,13000,224,31080,316,9.7,1,18,대체역사/가상소설 주간 6위,0
9791162102145 ,"[큰글자도서] 안녕, 나의 우주",2023-09-04,1525,오시은,39,바람의아이들,27000,226,60858,429,0,,,,0
9791162202531 ,"홀딩, 턴",2018-01-02,374,서유미,23,위즈덤하우스,13000,236,25740,329,8.5,6,15,,0
9791162209011 ,비블리온,2018-09-21,108,문지혁,23,위즈덤하우스,13000,280,24064,315,8.4,5,,,0
9791162751008 ,바이올린 켜는 소녀,2018-04-20,1995,이주숙,709,지식과감성#,12000,214,28000,278,8.9,1,6,,0
9791162759301 ,발바닥 인생 1,2019-12-20,1996,강신묵,709,지식과감성#,12000,100,31080,130,0,,,,0
9791162995938 ,걸그룹이 된 아재 - 상,2019-03-29,1999,린우,685,북랩,15800,604,34200,1148,0,,,,0
9791163020851 ,태제 덕령 1,2018-09-20,720,다물랑,543,동아북스,8000,304,24064,304,0,,,,0
9791163025221 ,"사도세자, 대륙을 꿈꾸다 11",2021-09-07,720,다물랑,249,동아,8000,319,24064,319,0,,,,0
9791163160397 ,붉은 열대어,2019-03-21,2001,김나영,64,고즈넉이엔티,13000,272,30660,345,9.1,1,13,,0
9791163160830 ,행복배틀,2020-05-10,1709,주영하,64,고즈넉이엔티,13500,312,30450,382,8.7,4,8,,0
9791163161332 ,화성탈출 1,2020-10-15,2005,제레미 오,64,고즈넉이엔티,14000,400,30450,498,8,,2,,0
9791163162827 ,수상한 간병인,2022-03-15,2008,오윤희,64,고즈넉이엔티,15000,360,24064,375,8.2,3,6,,0
9791164350063 ,하나님 신부 1,2019-02-11,2015,정해운,740,좋은옥토,17900,324,34200,616,0,,,,0
9791164353040 ,겨울 문신,2019-05-04,1990,홍려원,301,좋은땅,12000,204,31080,265,0,,,,0
9791164353668 ,그래서 사는 사람들,2019-06-05,2016,박운익,301,좋은땅,12000,248,34200,471,0,,,,0
9791164354016 ,다시 쓴 일기,2019-06-18,2016,박운익,301,좋은땅,12000,248,34200,471,0,,,,0
9791164355501 ,검은 눈발,2019-08-16,2018,양승숙,301,좋은땅,12000,196,34200,372,0,,,,0
9791164357406 ,어떤 그리고 또 다른 만남 1,2019-11-01,2019,지형직,301,좋은땅,13000,428,31080,556,0,,,,0
9791164400164 ,레코딩 맨 - 상,2019-04-15,2020,박중장,741,하움출판사,12500,316,34200,600,0,,,,0
9791164401598 ,달팽이침낭,2020-07-10,2021,가순열,741,하움출판사,10000,176,26600,229,0,,,,0
9791164403288 ,Coincide 3,2023-03-23,2024,권이한,741,하움출판사,16000,432,31080,580,0,,,,0
9791164404018 ,"내 사랑, 바퀴벌레",2023-08-14,824,이상문,741,하움출판사,15000,316,31080,427,10,5,5,,0
9791164408085 ,하회마을,2021-08-05,1537,최태양,637,매일북스,16000,388,34200,560,0,,,,0
9791164408979 ,Coincide 2,2022-01-01,2024,권이한,741,하움출판사,16000,420,31080,555,0,,,,0
9791164712199 ,네 번째 지혜,2023-04-28,2028,모기룡,662,행성B(행성비),15000,292,24310,292,0,,,,0
9791164871087 ,영천 아리랑,2023-04-20,2030,윤호정,742,한비CO,20000,222,33000,289,0,,,,0
9791165091002 ,살인자에게,2020-02-17,1898,김선미,743,연담L,14000,356,28290,452,9.3,6,36,,0
9791165120146 ,전설의 운명,2020-09-25,1150,김병관,504,북인,13000,240,33896,336,0,,,,0
9791165120283 ,어느 이등병의 편지,2021-02-18,1063,문형렬,504,북인,13000,284,33896,398,0,,,,0
9791165120498 ,"강릉, 겨울 그림자",2022-05-31,817,박문구,504,북인,13000,232,33896,325,0,,,,0
9791165120597 ,리모델링,2022-09-23,2032,김은호,504,북인,14000,252,33896,353,10,3,1,,0
9791165120603 ,멧돼지 사냥,2022-10-09,1624,신용성,504,북인,14000,272,33896,381,0,,,,0
9791165120665 ,화전,2022-12-30,1623,심봉순,504,북인,14000,252,33896,353,0,,,,0
9791165343460 ,네 번째 여름,2021-05-10,544,류현재,312,마음서재,13800,312,26800,435,9.4,8,56,,0
9791165343675 ,소설 성철 1,2021-06-21,52,백금남,312,마음서재,15000,279,27068,467,10,1,19,,0
9791165344993 ,[큰글자도서] 놈의 기억 2,2022-04-15,2036,윤이나,69,팩토리나인,32000,316,57130,600,0,,,,0
9791165345020 ,[큰글자도서] 미중전쟁 1,2022-04-15,46,김진명,29,쌤앤파커스,29000,280,57420,700,0,,,,0
9791165345693 ,[큰글자도서] 달러구트 꿈 백화점,2022-09-16,2033,이미예,69,팩토리나인,32000,300,56260,570,8,,1,,0
9791165347925 ,[큰글자도서] 악마의 계약서는 만기 되지 않는다,2023-10-05,2037,리러하,69,팩토리나인,32000,320,56260,608,0,,,,0
9791165348069 ,신체 조각 미술관,2023-08-23,2041,이스안,69,팩토리나인,15000,280,26800,368,9.5,9,23,,0
9791165363444 ,타임머신을 타고 그날 일을 되짚어보다 (외),2020-05-06,943,박예진,301,좋은땅,12000,264,27550,343,0,,,,0
9791165390341 ,서신 야망의 씨앗,2020-01-07,1956,김현갑,685,북랩,13800,232,33896,325,0,,,,0
9791165390709 ,파라한,2020-01-31,947,전명,685,북랩,13000,420,31080,546,10,,1,,0
9791165394585 ,북방의 하늘,2020-11-12,1850,소쿠리씨,685,북랩,14800,500,31080,650,0,,,,0
9791165396671 ,비데리 논 에쎄,2021-04-12,1998,이상우,685,북랩,14800,320,34200,500,0,,,,0
9791165397852 ,무지개가 있는 풍경,2021-06-07,2047,허문준,685,북랩,13800,220,29315,286,0,,,,0
9791165398347 ,꿈의 파편,2021-07-02,1859,최도설,685,북랩,14800,290,31080,354,0,,,,0
9791165398422 ,神 없는 神 앞에,2021-06-11,1392,오승재,685,북랩,12000,286,34200,500,0,,,,0
9791165398460 ,부끄러운 유산,2021-06-28,1392,오승재,685,북랩,12000,282,34200,536,0,,,,0
9791165450397 ,나의 히말라야,2020-03-25,2050,남일현,745,바른북스,15000,424,31080,551,9.5,,4,,0
9791165450793 ,천산갑,2020-05-07,2052,정문,745,바른북스,13000,208,34048,270,7.5,1,3,,0
9791165450922 ,세상에서 가장 짧은 소설들,2020-06-18,2053,J.moonriver,745,바른북스,15000,280,31080,364,9,,2,,0
9791165451097 ,미증유법,2020-07-03,2052,정문,745,바른북스,13000,160,33896,224,0,,,,0
9791165451103 ,다르마,2020-07-03,2052,정문,745,바른북스,10000,100,31080,130,10,,1,,0
9791165451516 ,"함양, 원스 어폰 어 타임",2020-08-27,1704,서철원,745,바른북스,14000,288,31080,374,0,,,,0
9791165452643 ,이상한 그곳,2020-12-15,1803,승재우,745,바른북스,15000,480,31080,624,10,2,3,,0
9791165452650 ,마파람,2020-12-15,2054,최제순,745,바른북스,20000,596,33896,834,8,1,1,,0
9791165453343 ,서원,2021-03-09,2052,정문,745,바른북스,13000,184,31080,239,0,,,,0
9791165453497 ,시니어 문학 2021,2021-03-24,2049,글로벌경제신문,745,바른북스,12000,92,31080,120,9.3,1,2,,0
9791165454005 ,"기억 저편 너머, 별에 닿던 날",2021-05-24,2055,김윤호,745,바른북스,13000,284,31080,369,8.5,,4,,0
9791165454906 ,기억의 여백 : 트리니티,2022-06-01,2057,홍석우,745,바른북스,13500,232,24064,232,9,,2,,0
9791165456665 ,춘배 5,2022-03-18,2058,치우,745,바른북스,15000,248,31080,322,0,,,,0
9791165508388 ,나는 바나나다,2020-09-09,2059,강현,68,아작,14800,348,26989,390,9.6,5,,,0
9791165522124 ,붉은 옥좌 1,2020-06-05,659,박해완,709,지식과감성#,14000,244,31080,317,0,,,,0
9791165523435 ,심판,2020-08-14,594,임재도,709,지식과감성#,15000,418,34200,794,9.5,,8,,0
9791165525392 ,노량진 해변에서,2020-12-25,1684,이병장,709,지식과감성#,14500,302,31080,393,0,,,,0
9791165796020 ,종말 하나만 막고 올게,2021-06-24,923,임태운,14,시공사,14000,316,29455,497,9.8,9,4,,0
9791166291135 ,소설 동학 6,2022-05-31,1915,김동련,673,모시는사람들,15000,336,29400,437,0,,,,0
9791166491887 ,우국의 길,2020-12-30,902,이충호,301,좋은땅,15000,328,34200,623,0,,,,0
9791166492563 ,성덕대왕신종 別曲,2021-01-27,2066,도학회,301,좋은땅,20000,452,34200,859,10,1,,,0
9791166686412 ,극히 드문 개들만이,2021-11-05,2071,이나경,68,아작,14800,348,26989,391,9.6,4,,,0
9791166686948 ,강한 견해,2022-06-01,330,설재인,68,아작,16800,328,26989,360,0,,,,0
9791166687136 ,우리의 이름은 별보다 많다,2023-02-10,1975,김창규,68,아작,16800,368,26989,410,10,,1,,0
9791166831164 ,결혼은 세 번쯤 하는 게 좋아,2021-07-26,1888,고요한,71,&(앤드),13000,240,27000,312,9.7,9,17,,0
9791166833397 ,오보는 사과하지 않는다,2022-08-25,1968,한요나,71,&(앤드),14000,272,26325,354,8,,3,,0
9791167012517 ,바람에게 안부를 묻다,2023-09-05,1209,이예훈,746,이든북,15000,231,26325,351,10,1,,,0
9791167370402 ,높새바람,2021-07-26,237,윤후명,20,은행나무,14000,368,24064,368,0,,,,0
9791167370709 ,[큰글자도서] 종의 기원,2021-09-10,50,정유정,20,은행나무,40000,384,53235,730,0,,,,0
9791167370747 ,[큰글자도서] 떠도는 땅,2021-09-10,106,김숨,20,은행나무,30000,280,49413,532,0,,,,0
9791167371232 ,인생 마치 비트코인,2022-01-25,689,염기원,20,은행나무,14000,260,27675,384,9.3,1,14,,0
9791167371522 ,근로하는 자세,2022-04-12,2081,이태승,20,은행나무,14000,288,27675,355,9.7,3,12,,0
9791167371829 ,소녀가 사라지던 밤 2,2022-06-10,646,박영광,234,매드픽션,15000,376,31500,489,9.6,,10,,0
9791167372277 ,장미총을 쏴라,2022-10-19,1236,김경순,20,은행나무,14000,236,29400,307,9.1,,7,,0
9791167372482 ,[큰글자도서] 이국에서,2022-12-10,247,이승우,20,은행나무,40000,356,46992,676,0,,,,0
9791167372512 ,[큰글자도서] 근로하는 자세,2022-12-10,2081,이태승,20,은행나무,30000,288,46992,547,0,,,,0
9791167373397 ,[큰글자도서] 나의 아름다운 날들,2023-09-20,390,정지아,20,은행나무,35000,356,45828,676,0,,,,0
9791167374172 ,[큰글자도서] 불타는 작품,2024-04-20,274,윤고은,20,은행나무,34000,340,46816,646,0,,,,0
9791167374998 ,[큰글자도서] 안티 사피엔스,2024-11-30,43,이정명,20,은행나무,29000,304,46375,578,0,,,,0
9791167522689 ,묵찌빠,2023-02-03,2084,김세화,723,책과나무,14500,338,26000,439,9.6,1,8,,0
9791167763860 ,[큰글자도서] 무궁화꽃이 피었습니다 1,2023-09-04,46,김진명,72,이타북스,40000,464,57130,882,0,,,,0
9791167763907 ,[큰글자도서] 하늘이여 땅이여 1,2023-10-05,46,김진명,72,이타북스,32000,336,57130,638,0,,,,0
9791167763914 ,[큰글자도서] 하늘이여 땅이여 2,2023-10-05,46,김진명,72,이타북스,32000,336,57130,638,0,,,,0
9791167914972 ,1974년 8월 15일,2024-02-13,1184,황천우,748,메이킹북스,17500,328,24064,328,0,,,,0
9791167971104 ,조용한 눈물,2023-04-24,198,김장동,185,국학자료원,20000,407,33896,570,0,,,,0
9791168150003 ,제주랩소디,2021-10-23,841,강준,665,황금알,15000,356,33896,498,0,,,,0
9791168151048 ,김인배의 이상하고도 야릇한 여섯 편의 이야기,2025-01-31,1064,김인배,665,황금알,18000,368,33896,515,0,,,,0
9791168260580 ,파브리카,2022-06-27,2094,김지현,695,호밀밭,12800,164,23500,164,9.1,2,5,,0
9791168260771 ,겨울의 색채,2022-11-28,2095,서동욱,695,호밀밭,13800,184,23500,184,10,,2,,0
9791168261266 ,[큰글자책] 그해 여름 필립 로커웨이에게 일어난 소설 같은 일,2023-10-20,2096,박대겸,695,호밀밭,30000,204,60900,388,0,,,,0
9791168362192 ,이세기담,2022-03-14,2097,도여름,685,북랩,13000,148,24310,500,0,,,,0
9791168366695 ,우주에서 온 소녀의 21세기 암행어사 2,2023-01-20,2098,김으겸,685,북랩,14000,264,31080,343,0,,,,0
9791168366756 ,우주에서 온 소녀의 21세기 암행어사 5,2023-01-20,2098,김으겸,685,북랩,14000,234,31080,500,0,,,,0
9791168369306 ,신서울 2,2023-06-07,2100,김민우,685,북랩,16000,488,34200,634,10,,1,,0
9791168550117 ,군도,2022-02-10,1417,문호준,532,청어,14000,328,29400,426,0,,,,0
9791168550490 ,오! 북관,2022-07-20,2101,연세영,532,청어,25000,372,33896,521,0,,,,0
9791168552999 ,그 겨울 숨바꼭질 끝나지 않고,2024-12-02,2102,이화리,532,청어,16000,248,31080,322,0,,,,0
