topic_0,topic_1,topic_2,topic_3,topic_4,isbn
0.97915256,0.005296371,0.004287092,0.005580094,0.005683881,8936434128
0.0004429878,0.0005245993,0.00042463143,0.9980448,0.00056298176,9788901285498
0.00040404208,0.9981911,0.00038729951,0.0005041104,0.0005134866,9788925536828
0.0008306245,0.0009836502,0.00079620536,0.0010363437,0.99635315,9788925560960
0.00074114016,0.00087768014,0.0007104291,0.9967289,0.0009418959,9788925560977
0.0004293884,0.0005084945,0.00041159557,0.99810475,0.0005456986,9788925564685
0.0005279423,0.9976363,0.0005060656,0.0006586968,0.00067094824,9788925564692
0.00045776583,0.9979505,0.00043879708,0.0005711398,0.00058176275,9788925579283
0.00017526622,0.00020755547,0.00016800361,0.40126306,0.5981861,9788927806936
0.0005383287,0.0006375048,0.0005160216,0.0006716556,0.9976365,9788930006859
0.0002569703,0.9988496,0.00024632204,0.00032061365,0.00032657688,9788932013046
0.00052803574,0.9976359,0.0005061552,0.0006588134,0.000671067,9788932018041
0.99835753,0.0004172715,0.0003377561,0.0004396245,0.00044780129,9788932018140
0.0001730441,0.00020492396,0.99918616,0.00021590161,0.00021991727,9788932019161
0.9691156,0.007846293,0.0063511,0.008266614,0.008420369,9788932019239
0.0010945345,0.0012961803,0.0010491796,0.0013656159,0.99519444,9788932020006
0.003846641,0.004555306,0.003687245,0.004799331,0.98311144,9788932020815
0.29488632,0.00017521853,0.70456576,0.00018460488,0.00018803845,9788932021850
0.6377101,0.00017064986,0.36175635,0.00017979147,0.0001831355,9788932023151
0.00020840944,0.00024680464,0.00019977345,0.00026002582,0.99908507,9788932023908
0.00019649502,0.00023269522,0.00018835273,0.00024516057,0.99913734,9788932027173
0.00022369428,0.66960365,0.00021442492,0.00027909622,0.32967916,9788932027425
0.00072160206,0.00085454254,0.9966064,0.0009003199,0.00091706536,9788932028477
0.0020942113,0.990624,0.002007432,0.0026128807,0.002661479,9788932029092
0.99420816,0.0014714432,0.0011910445,0.0015502676,0.0015791018,9788932030050
0.0006380859,0.0007556402,0.0006116451,0.99718374,0.0008109269,9788932034829
0.00094423845,0.99577254,0.0009051114,0.0011780962,0.0012000082,9788932034836
0.0008307673,0.36678612,0.63029075,0.0010365219,0.0010558007,9788932035338
0.00033937112,0.9984806,0.00032530839,0.00042342252,0.00043129796,9788932035635
0.6355918,0.00025058162,0.3636247,0.00026400512,0.0002689155,9788932036014
0.0005279114,0.0006251683,0.99751735,0.0006586582,0.00067090895,9788932037714
0.9952741,0.0012006327,0.0009718396,0.0012649498,0.0012884772,9788932038094
0.33284733,0.00049298775,0.0003990438,0.0005193968,0.66574126,9788932038230
0.62769544,0.0003969586,0.000321314,0.00041822344,0.3711681,9788932039060
0.000371374,0.0004397921,0.00035598513,0.0004633515,0.9983695,9788932039114
0.00025945305,0.00030725202,0.00024870195,0.9988548,0.0003297322,9788932039237
0.00023509869,0.99894744,0.00022535675,0.00029332514,0.00029878085,9788932039251
0.9967218,0.0008328248,0.0006741214,0.0008774387,0.00089375867,9788932039855
0.9955985,0.0011182248,0.0009051355,0.0011781275,0.0012000401,9788932040295
0.00037131098,0.00043971746,0.0003559247,0.9983611,0.0004718895,9788932040486
0.000596725,0.9973284,0.00057199807,0.0007445147,0.0007583623,9788932041339
0.99715734,0.0007221912,0.00058457017,0.00076087855,0.0007750305,9788932041438
0.00088378973,0.99604315,0.00084716757,0.0011026763,0.0011231855,9788932041513
0.00048175058,0.0005705033,0.00046178797,0.0006010648,0.99788487,9788932042008
0.0005083451,0.00060199737,0.0004872805,0.99775636,0.00064604264,9788932042039
0.0013662906,0.0016180017,0.9935747,0.0017046771,0.0017363833,9788932042268
0.9986922,0.00033225032,0.00026893656,0.0003500488,0.00035655953,9788932042336
0.99843735,0.0003969974,0.00032134543,0.00041826433,0.00042604384,9788932042343
0.001242546,0.994437,0.0011910578,0.001550285,0.0015791196,9788932042350
0.00033126492,0.00039229373,0.0003175381,0.00041330868,0.9985456,9788932042480
0.0003055735,0.42021134,0.00029291128,0.00038125433,0.5788089,9788932042589
0.0004993546,0.00059135054,0.00047866252,0.99779606,0.0006346168,9788932042633
0.37449074,0.00050068717,0.000405276,0.624066,0.00053732004,9788932042671
0.3726874,0.00054211105,0.00043880616,0.0005711516,0.62576056,9788932042756
0.00054943614,0.00065065856,0.58620226,0.41189936,0.0006982642,9788932042824
0.6987944,0.00041740926,0.0003378676,0.30000237,0.00044794913,9788932042916
0.0011890859,0.0014081508,0.001139813,0.9947518,0.0015111786,9788932042992
0.00032723218,0.00038751806,0.9984611,0.00040827718,0.00041587092,9788932043142
0.001242667,0.001471603,0.0011911738,0.0015504359,0.9945441,9788932043265
0.00030554028,0.6711123,0.0002928794,0.327901,0.00038830325,9788932043388
0.00074116274,0.00087770686,0.0007104507,0.9967288,0.0009419245,9788932043395
0.00047360244,0.9978796,0.00045397747,0.0005908987,0.0006018891,9788932043470
0.00068576337,0.99692976,0.000657347,0.0008556051,0.0008715189,9788934910534
0.0017043545,0.0020183471,0.99198484,0.0021264688,0.00216602,9788934967316
0.0012440658,0.2426886,0.0011925147,0.7532938,0.001581051,9788934967330
0.0003524232,0.00041735,0.00033781963,0.9984445,0.00044788554,9788934967347
0.001188976,0.0014080206,0.0011397076,0.0014834474,0.9947798,9788934967354
0.0011890738,0.0014081364,0.0011398013,0.9947519,0.0015111631,9788934967361
0.99574333,0.0010814331,0.00087535486,0.0011393649,0.0011605566,9788934967378
0.001139923,0.9948964,0.0010926872,0.0014222455,0.0014486986,9788934967385
0.99843746,0.0003969579,0.00032131345,0.0004182227,0.00042600144,9788934967392
0.00057179003,0.00067713065,0.0005480964,0.99747634,0.0007266731,9788934967408
0.0005383762,0.0006375611,0.00051606714,0.9976238,0.0006842084,9788934967415
0.0009131853,0.001081421,0.000875345,0.99596953,0.0011605435,9788934967422
0.0007834143,0.0009277424,0.0007509514,0.000977441,0.99656045,9788934967439
0.0009133738,0.9959107,0.0008755257,0.0011395873,0.0011607831,9788934967446
0.00024563292,0.23838305,0.00023545447,0.00030646837,0.7608294,9788934967453
0.2721311,0.0004861296,0.08667793,0.0005121713,0.64019275,9788934967460
0.0005279973,0.00062527007,0.00050611835,0.0006587654,0.99768186,9788934967477
0.0010527165,0.001246658,0.0010090944,0.0013134409,0.9953781,9788934967484
